ID,Location,Specific Location,LocationID,Amenities,Bedroom,Bathroom,Toilet,New,Duplex,Luxury,Estate,Rank,Price
712,Lekki,ikota villa estate ikota lekki lagos,2,5,3,2,3,0,0,0,0,7,15750000
713,Lekki,vgc vgc lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
714,Lekki,osapa london lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
715,Lekki,lekki phase 2 lekki lagos,2,5,3,2,3,0,0,0,0,7,16800000
716,Lekki,chevy view chevron lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
717,Lekki,chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
718,Lekki,"  ikota villa estate, megamound ikota lekki lagos",2,8,4,4,4,0,0,0,1,7,26250000
719,Lekki,lekki paradise chevron lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
720,Lekki,ikota gra ikota lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
721,Lekki,off admiralty way lekki phase 1 lekki lagos,2,5,3,2,3,1,1,1,1,7,29400000
722,Lekki,"5street estate,agungi agungi lekki lagos",2,8,4,4,4,1,0,0,1,7,31500000
723,Lekki,off admiralty way lekki phase 1 lekki lagos,2,4,2,2,2,1,1,1,1,6,23100000
724,Lekki,off admiralty way lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
725,Lekki,close to prime water estate ikate lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
726,Lekki,pinnock beach estate osapa london lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
727,Lekki,bishop's court ikate lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
728,Lekki,ikota villa estate ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
729,Lekki,"  osapa, osapa london lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
730,Lekki,"  richmond gate estate, ikate lekki lagos",2,9,5,4,5,1,1,1,1,9,52500000
731,Lekki,lekki lekki phase 1 lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
732,Lekki,lekki phase 1 lekki lagos,2,5,3,2,3,0,0,0,0,7,17850000
733,Lekki,off kusenla ikate lekki lagos,2,8,4,4,4,1,1,1,1,7,45150000
734,Lekki,pinnock beach luxury estate osapa london lekki lagos,2,14,7,7,7,0,0,0,1,10,68250000
735,Lekki,ikota ikota lekki lagos,2,5,3,2,3,0,0,0,0,7,16800000
736,Lekki,oral estate oral estate lekki lagos,2,5,3,2,3,0,0,0,0,7,18900000
737,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
738,Lekki,eletu osapa london lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
739,Lekki,... lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,14700000
740,Lekki,"  pinnock beach estate, osapa london lekki lagos",2,11,6,5,6,1,1,0,1,10,65100000
741,Lekki,lekki paradise chevron lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
742,Lekki,chevy view chevron lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
743,Lekki,ikota villa estate ikota lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
744,Lekki,bera estate off chevron drive chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
745,Lekki,ikota lekki lagos,2,5,3,2,3,0,0,0,0,7,17850000
746,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,57750000
747,Lekki,orchid road oral estate lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
748,Lekki,ilasan lekki lagos,2,5,3,2,3,0,0,0,0,7,15750000
749,Lekki,"  chevyview estate, chevron lekki lagos",2,7,4,3,4,0,0,0,0,7,21000000
750,Lekki,ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
751,Lekki,off admiralty way lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,1,6,15750000
752,Lekki,"  eleganza garden, opposite vgc vgc lekki lagos",2,7,3,4,3,1,1,0,1,7,26250000
753,Lekki,osapa london lekki lagos,2,5,3,2,3,1,1,0,1,7,26250000
754,Lekki,"  eleganza gardens, vgc lekki lagos",2,3,2,1,2,0,0,0,0,6,11550000
755,Lekki,"  cromwell estate, chevron lekki lagos",2,7,4,3,4,0,0,0,1,7,29400000
756,Lekki,behind prime water gardens ikate lekki lagos,2,7,4,3,4,0,0,0,0,7,23100000
757,Lekki,"updc estate, lekki phase 1 lekki lagos",2,7,4,3,4,1,1,1,1,7,45150000
758,Lekki,mega chicken ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
759,Lekki,bridge gate estate agungi lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
760,Lekki,orchid road chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
761,Lekki,idado lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
762,Lekki,ologolo lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
763,Lekki,lekki right side lekki phase 1 lekki lagos,2,7,4,3,4,1,0,0,1,7,33600000
764,Lekki,pinnock beach estate osapa london lekki lagos,2,12,6,6,6,1,1,0,1,10,65100000
765,Lekki,romay garden estate ilasan lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
766,Lekki,megamound estate ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
767,Lekki,"  safe court apartments, ikate lekki lagos",2,7,4,3,4,1,1,1,1,7,36750000
768,Lekki,"  bourdillon court, chevron lekki lagos",2,7,4,3,4,1,0,0,1,7,31500000
769,Lekki,ikota lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
770,Lekki,"tom ogboi street,off freedom way lekki phase 1 lekki phase 1 lekki lagos",2,7,4,3,4,1,0,0,1,7,31500000
771,Lekki,off freedom way lekki phase 1 lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,0,10,52500000
772,Lekki,lekki phase 1 lekki lagos,2,8,4,4,4,1,1,1,1,7,36750000
773,Lekki,olofin street off admiralty road. lekki phase 1 lekki lagos,2,3,2,1,2,1,0,0,1,6,17850000
774,Lekki,chile mba close behinde zenith bank. osapa london lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
775,Lekki,oladimeji alo lekki phase 1 lekki lagos,2,2,1,1,1,1,0,0,1,4,12600000
776,Lekki,ikate lekki lagos,2,3,2,1,2,0,0,0,1,6,15750000
777,Lekki,oral estate lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
778,Lekki,orchid road ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
779,Lekki,off freedom way lekki phase 1 lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
780,Lekki,off admiralty road lekki phase 1 lekki phase 1 lekki lagos,2,5,3,2,3,0,0,0,1,7,25200000
781,Lekki,oral zone 1 lekki garden ikate lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
782,Lekki,oral estate lekki lagos,2,3,2,1,2,0,0,0,1,6,15750000
783,Lekki,chisco off world oil fueling station. ilasan lekki lagos,2,7,4,3,4,0,0,0,0,7,23100000
784,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,4,5,4,1,1,1,1,7,45150000
785,Lekki,"  safecourt estate, ikate-elegushi, lagos. ikate lekki lagos",2,7,4,3,4,1,0,0,1,7,31500000
786,Lekki,jakande lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
787,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
788,Lekki,"  chevron,lekki expressway lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
789,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,0,1,1,9,47250000
790,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
791,Lekki,bosola durosinmi etti drive lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
792,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
793,Lekki,west ends estates ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
794,Lekki,off bisola durotimi etti lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
795,Lekki,admiralty way lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,45150000
796,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
797,Lekki,ikota lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
798,Lekki,cadogan estate jakande lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
799,Lekki,lekki county homes lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
800,Lekki,megamound estate ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
801,Lekki,ikota villa estate lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
802,Lekki,ikate lekki lagos,2,13,7,6,7,0,0,0,1,10,63000000
803,Lekki,lekki phase 1 lekki lagos,2,8,4,4,4,1,1,1,1,7,36750000
804,Lekki,lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,14700000
805,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,45150000
806,Lekki,"  chevron road,lekki expressway chevron lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
807,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
808,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
809,Lekki,off fola osibo road lekki phase 1 lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
810,Lekki,osapa london lekki lagos,2,10,5,5,5,0,0,0,1,9,36750000
811,Lekki,off fola osibo lekki phase 1 lekki lagos,2,3,2,1,2,1,1,1,1,6,31500000
812,Lekki,orchid road lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
813,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,57750000
814,Lekki,off admirality way lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
815,Lekki,iroko awe elegushi lekki ilasan lekki lagos,2,2,1,1,1,0,0,0,0,4,7350000
816,Lekki,orchid hotel road. lekki phase 2 lekki lagos,2,10,5,5,5,0,0,0,1,9,36750000
817,Lekki,osapa london lekki osapa london lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
818,Lekki,ikota villa estate by mega chicken ikota lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
819,Lekki,lekki conservative road ikota before 2nd toll gate chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
820,Lekki,igbo efon lekki lagos,2,5,3,2,3,0,0,0,0,7,15750000
821,Lekki,"horizon 11,by meadow hall way ikate elegushi lekki ikate lekki lagos",2,7,4,3,4,0,0,0,1,7,28875000
822,Lekki,fairview estate orchid hotel road chevron drive lekki lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
823,Lekki,alpha beach road new road (sea view estate) chevron lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
824,Lekki,off admiralty way lekki phase 1 lekki lagos,2,5,3,2,3,1,1,1,1,7,36750000
825,Lekki,van daniel road by eleganza bustop chevron lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
826,Lekki,greenville estate agungi lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
827,Lekki,rose rock estate orchid road chevron drive lekki chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
828,Lekki,close to victory park estate osapa london osapa london lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
829,Lekki,directly on spg road opposite argungi lekki ologolo lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
830,Lekki,chevy view estate off chevron drive chevron lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
831,Lekki,off road 12 lekki phase one lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,0,6,9450000
832,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
833,Lekki,idado lekki lagos,2,5,3,2,3,0,0,0,0,7,15750000
834,Lekki,environment agungi lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
835,Lekki,alpha beach road chevron drive lekki chevron lekki lagos,2,5,3,2,3,0,0,0,0,7,15750000
836,Lekki,"  alpha beach road, new road chevron drive lekki chevron lekki lagos",2,7,4,3,4,0,0,0,0,7,25200000
837,Lekki,... osapa london lekki lagos,2,5,3,2,3,0,0,0,0,7,17850000
838,Lekki,in an estate by second toll gate oral estate lekki lagos,2,6,3,3,3,0,0,0,1,7,21000000
839,Lekki,buena vista estate orchid road chevron drive lekki lagos chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
840,Lekki,bogije ibeju lekki lagos,2,5,3,2,3,0,0,0,0,7,10500000
841,Lekki,new creation street 2nd round about by pinnacle petrol station lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,1,6,16800000
842,Lekki,esther adeleke lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,27300000
843,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
844,Lekki,around dominoes pizza agungi lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
845,Lekki,.. lekki phase 1 lekki lagos,2,3,2,1,2,1,0,0,1,6,17850000
846,Lekki,chevron alternative routes lekki chevron lekki lagos,2,8,4,4,4,0,0,0,0,7,21000000
847,Lekki,in an estate osapa london osapa london lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
848,Lekki,grand view estate argungi lekki agungi lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
849,Lekki,u3 estate by petrocam filling station lekki right lekki phase 1 lekki lagos,2,5,3,2,3,0,0,0,1,7,24150000
850,Lekki,by marwa bustop (just immediately after lekki phase 1) lekki phase 1 lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
851,Lekki,safecourts estate ikate ikate lekki lagos,2,8,5,3,5,0,0,0,1,9,36750000
852,Lekki,the address home jakande lekki jakande lekki lagos,2,9,5,4,5,1,1,1,1,9,57750000
853,Lekki,prime water garden ikate lekki lagos,2,7,4,3,4,1,1,1,1,7,36750000
854,Lekki,by abraham adesanya estate lekki gardens estate ajah lagos,2,7,4,3,4,0,0,0,0,7,21000000
855,Lekki,close to domino pizza agungi lekki lagos,2,3,2,1,2,0,0,0,0,6,9450000
856,Lekki,igbo efon lekki igbo efon lekki lagos,2,3,2,1,2,0,0,0,0,6,10500000
857,Lekki,off durosinmi etti lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
858,Lekki,prime water view estate 2 ikate elegushi lekki lagos ikate lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
859,Lekki,yeye olofin lekki phase one lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,1,6,15750000
860,Lekki,off freedom way lekki phase one lagos lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,0,6,14700000
861,Lekki,off tf kuboye street lekki phase one lekki phase 1 lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
862,Lekki,amen estate eleko ibeju lekki eleko ibeju lekki lagos,2,3,2,1,2,0,0,0,0,6,9450000
863,Lekki,amen estate eleko ibeju lekki lagos,2,9,5,4,5,1,0,1,1,9,47250000
864,Lekki,ilasan lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
865,Lekki,chevron lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
866,Lekki,chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
867,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
868,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
869,Lekki,osapa london lekki lagos,2,5,3,2,3,0,0,0,0,7,17850000
870,Lekki,ikate lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
871,Lekki,agungi lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
872,Lekki,ologolo lekki lagos,2,3,2,1,2,0,0,0,1,6,15750000
873,Lekki,ikota villa estate ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
874,Lekki,jakande lekki lagos,2,7,4,3,4,0,0,0,1,7,29400000
875,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
876,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
877,Lekki,ikota lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
878,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
879,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
880,Lekki,agungi lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
881,Lekki,osapa london lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
882,Lekki,idado lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
883,Lekki,ikate lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
884,Lekki,ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
885,Lekki,ikate lekki lagos,2,5,3,2,3,1,1,0,1,7,26250000
886,Lekki,chevron lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
887,Lekki,lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,0,6,9450000
888,Lekki,idado lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
889,Lekki,agungi lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
890,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,28350000
891,Lekki,lekki phase 1 lekki lagos,2,10,5,5,5,1,1,1,1,9,52500000
892,Lekki,ikate lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
893,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
894,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
895,Lekki,ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
896,Lekki,lafiaji lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
897,Lekki,ikate lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
898,Lekki,jakande lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
899,Lekki,ikota lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
900,Lekki,osapa london lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
901,Lekki,ikate lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
902,Lekki,lafiaji lekki lagos,2,5,3,2,3,0,0,0,0,7,18900000
903,Lekki,ikate lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
904,Lekki,idado lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
905,Lekki,ologolo lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
906,Lekki,bera estate chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
907,Lekki,lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,0,6,13650000
908,Lekki,lekki phase 1 lekki lagos,2,3,2,1,2,1,0,0,1,6,18900000
909,Lekki,eru-ifa ikate lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
910,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
911,Lekki,orchid lafiaji lekki lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
912,Lekki,igbo efon lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
913,Lekki,lekki phase 1 lekki lagos,2,3,2,1,2,0,0,0,1,6,15750000
914,Lekki,lekki lekki phase 1 lekki lagos,2,8,4,4,4,1,1,1,1,7,36750000
915,Lekki,"lekki phase 1,right lekki phase 1 lekki lagos",2,9,5,4,5,1,1,1,1,9,57750000
916,Lekki,lafiaji lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
917,Lekki,chevy view estate lekki chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
918,Lekki,lekki county homes lekki abule egba lagos,2,7,4,3,4,1,1,1,1,7,45150000
919,Lekki,chevron lekki chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
920,Lekki,off durosimi etti street lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,36750000
921,Lekki,ologolo lekki lagos,2,5,3,2,3,0,0,0,0,7,13650000
922,Lekki,chevron chevron lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
923,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,38850000
924,Lekki,ajiran rd agungi lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
925,Lekki,orchid lekki phase 2 lekki lagos,2,9,5,4,5,1,0,1,1,9,47250000
926,Lekki,off victoria arubieke. lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,17850000
927,Lekki,fatai arubieke street lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,42000000
928,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
929,Lekki,idado lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
930,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,1,10,57750000
931,Lekki,lekki phase 1 lekki lagos,2,5,3,2,3,1,1,0,1,7,26250000
932,Lekki,grace anjounse lekki phase 1 lekki lagos,2,5,3,2,3,1,1,1,1,7,31500000
933,Lekki,agungi lekki agungi lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
934,Lekki,chief collins lekki phase 1 lekki lagos,2,5,3,2,3,1,1,0,1,7,26250000
935,Lekki,orchid road oral estate lekki lagos,2,5,3,2,3,0,0,0,0,7,18900000
936,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
937,Lekki,off admiralty road lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
938,Lekki,off admiralty road lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,28350000
939,Lekki,phase 1 lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,36750000
940,Lekki,lekki right lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
941,Lekki,... chevron lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
942,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
943,Lekki,ikota lekki lagos,2,5,3,2,3,0,0,0,0,7,13650000
944,Lekki,ikate lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
945,Lekki,chevron lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
946,Lekki,ikota lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
947,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
948,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
949,Lekki,jakande lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
950,Lekki,lekki phase one lekki phase 1 lekki lagos,2,4,2,2,2,1,0,0,1,6,18900000
951,Lekki,ikate lekki lagos,2,10,5,5,5,1,1,1,1,9,52500000
952,Lekki,lekki phase 1 lekki lagos,2,4,2,2,2,0,0,0,0,6,12600000
953,Lekki,behind prime water ikate lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
954,Lekki,off fola osibo lekki phase 1 lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
955,Lekki,ikota estate ikota lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
956,Lekki,idado idado lekki lagos,2,3,2,1,2,0,0,0,0,6,13650000
957,Lekki,idado idado lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
958,Lekki,bourdillion court chevron lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
959,Lekki,lekki garden. chevron 2 chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
960,Lekki,"lekki garden phase 2,opposite abraham adesanya abraham adesanya estate ajah lagos",2,7,4,3,4,0,0,0,0,7,21000000
961,Lekki,ikota villa ikota lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
962,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
963,Lekki,.. lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
964,Lekki,lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,29400000
965,Lekki,ikate lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
966,Lekki,ikate lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
967,Lekki,osapa london lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
968,Lekki,osapa london lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
969,Lekki,osapa lekki phase 2 lekki lagos,2,11,6,5,6,0,0,0,0,10,52500000
970,Lekki,ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
971,Lekki,ikate ikate lekki lagos,2,7,4,3,4,1,1,1,1,7,36750000
972,Lekki,spa road ologolo lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
973,Lekki,.. lekki phase 1 lekki lagos,2,4,2,2,2,1,1,1,1,6,31500000
974,Lekki,lekki phase 1 lekki lagos,2,4,2,2,2,1,0,0,1,6,17850000
975,Lekki,ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
976,Lekki,ikate lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
977,Lekki,orchid lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
978,Lekki,off admiralty way lekki phase 1 lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
979,Lekki,orchid lekki phase 2 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
980,Lekki,spg road igbo efon lekki lagos,2,3,2,1,2,0,0,0,0,6,9450000
981,Lekki,chevy view chevron lekki lagos,2,7,4,3,4,0,0,0,0,7,23100000
982,Lekki,idado idado lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
983,Lekki,osapa london lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
984,Lekki,alpha beach lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
985,Lekki,lekki lekki phase 1 lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
986,Lekki,chevy view estate chevron lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
987,Lekki,agungi lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
988,Lekki,oral estate oral estate lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
989,Lekki,off admiralty way lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,42000000
990,Lekki,idado estate chevron lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
991,Lekki,ikate lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
992,Lekki,.. lekki phase 1 lekki lagos,2,5,3,2,3,0,0,0,1,7,23100000
993,Lekki,bourdillon court chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
994,Lekki," lakowe, otunla ibeju lekki lagos",2,5,3,2,3,0,0,0,0,7,10500000
995,Lekki,chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
996,Lekki,lekki phase 1 lekki lagos,2,2,1,1,1,1,0,0,1,4,12600000
997,Lekki,lekki phase 1 lekki lagos,2,6,3,3,3,1,1,1,1,7,36750000
998,Lekki,jakande lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
999,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,57750000
1000,Lekki,agungi lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1001,Lekki,- lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,45150000
1002,Lekki,off providence road lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,15750000
